,Unnamed: 0,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,publicationyear,age,agecategory,timecategory
20366,27799,PG35020,Θεαίτητος,Plato,-428,-348,['el'],7,"{'Socrates, 470 BC-399 BC', 'Knowledge, Theory of'}",Text,1909,2337,4,10
19062,26134,PG33522,Little Frankie and His Cousin,"Leslie, Madeline",1815,1893,['en'],7,"{'Truthfulness and falsehood -- Juvenile fiction', 'Families -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Obedience -- Juvenile fiction', 'Temper -- Juvenile fiction'}",Text,1839,24,0,5
20914,28511,PG35662,"The Slavery Question: Speech of Hon. John M. Landrum, of La., Delivered in the House of Representatives, April 27, 1860","Landrum, John M. (John Morgan)",1815,1861,['en'],8,{'Slavery -- United States -- Speeches in Congress'},Text,1883,68,4,10
7543,10313,PG19284,Paris Talks,`Abdu'l-Bahá,1844,1921,['en'],8,{'Bahai Faith'},Text,1912,68,4,
4909,7008,PG16308,How Deacon Tubman and Parson Whitney Kept New Year's: And Other Stories,"Murray, W. H. H. (William Henry Harrison)",1840,1904,['en'],8,"{'Fiction', 'Short stories'}",Text,1869,29,1,8
19152,26260,PG33636,"Stand Up, Ye Dead","Maclean, Norman",1869,1952,['en'],8,{'Great Britain -- Social conditions -- 20th century'},Text,1881,12,-1,10
20923,28522,PG35672,'Gloria Victis!' A Romance,"Schubin, Ossip",1854,1934,['en'],8,{'Austrian fiction -- Translations into English'},Text,1888,34,1,10
10601,14631,PG2316,The Choir Invisible,"Allen, James Lane",1849,1925,['en'],8,{'Kentucky -- Fiction'},Text,1897,48,2,10
10597,14627,PG23166,"Who Was She?: From ""The Atlantic Monthly"" for September, 1874","Taylor, Bayard",1825,1878,['en'],8,"{'Fiction', 'Short stories'}",Text,1861,36,2,8
15974,22052,PG2984,"Mark Twain: A Biography. Volume II, Part 1: 1886-1900","Paine, Albert Bigelow",1861,1937,['en'],8,"{'Humorists, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Biography', 'Twain, Mark, 1835-1910', 'Journalists -- United States -- Biography'}",Text,1885,24,0,10
22286,30324,PG37295,Soft Candy for Bees,"Gates, Burton N. (Burton Noble)",1881,1972,['en'],8,{'Bee culture'},Text,1885,4,-1,10
11759,16229,PG24608,The Tale of Kiddie Katydid,"Bailey, Arthur Scott",1877,1949,['en'],8,"{""Children's stories, American"", 'Conduct of life -- Juvenile fiction', 'Katydids -- Juvenile fiction', 'Animals -- Juvenile fiction'}",Text,1908,31,1,10
17804,24450,PG32006,Modern Substitutes for Christianity,"Muir, Pearson M'Adam",1846,1924,['en'],8,"{'Sects', 'Theism', 'Non-church-affiliated people', 'Cults', 'Ethical culture movement', 'Atheism -- History', 'Positivism', 'Apologetics -- History -- 20th century', 'Atheism', 'Pantheism', 'Apologetics'}",Text,1855,9,-1,7
19538,26742,PG3406,Ragged Lady — Volume 2,"Howells, William Dean",1837,1920,['en'],8,"{'Americans -- Italy -- Fiction', 'New England -- Fiction', 'Young women -- Fiction'}",Text,1914,77,4,
13053,17978,PG26182,"The Rover Boys on the Plains; Or, The Mystery of Red Rock Ranch","Stratemeyer, Edward",1862,1930,['en'],8,"{'Mississippi River -- Juvenile fiction', 'Ranches -- Juvenile fiction'}",Text,1917,55,3,
17558,24126,PG31715,A Prince of Good Fellows,"Barr, Robert",1850,1912,['en'],8,"{'James V, King of Scotland, 1512-1542 -- Fiction'}",Text,1861,11,-1,8
1711,2649,PG12385,The Italians: A Novel,"Elliot, Frances Minto Dickinson",1820,1898,['en'],8,{'Lucca (Italy) -- Fiction'},Text,1826,6,-1,4
4041,5829,PG15247,John Henry Smith: A Humorous Romance of Outdoor Life,"Adams, Frederick Upham",1859,1921,['en'],8,"{'Humorous stories', 'Outdoor life -- Fiction'}",Text,1898,39,2,10
755,1171,PG11054,"Poems (1786), Volume I.","Williams, Helen Maria",1762,1827,['en'],8,{'English poetry -- 18th century'},Text,1785,23,0,1
14429,19951,PG27959,Ins neue Land,"Reuter, Gabriele",1859,1941,['de'],8,{'German fiction -- 20th century'},Text,1904,45,2,10
18298,25114,PG32604,"The Story of the Raising and Organization of a Regiment of Volunteers in 1862: Military Order of the Loyal Legion of the United States, Commandery of the District of Columbia, War Papers 46","Spear, Ellis",1834,1917,['en'],8,"{'United States. Army -- Recruiting, enlistment, etc. -- Civil War, 1861-1865'}",Text,1850,16,-1,6
22937,31225,PG38105,Shakespeare: A Lecture,"Ingersoll, Robert Green",1833,1899,['en'],8,"{'Shakespeare, William, 1564-1616'}",Text,1844,11,-1,6
13401,18527,PG26677,Athelstane Ford,"Upward, Allen",1863,1926,['en'],8,{'Adventure stories'},Text,1914,51,3,
24056,32725,PG39456,The Clammer and the Submarine,"Hopkins, William John",1863,1926,['en'],8,"{'New England -- Social life and customs -- 20th century -- Fiction', 'World War, 1914-1918 -- United States -- Fiction'}",Text,1885,22,0,10
20504,27992,PG35195,"The Fatal Cord, and The Falcon Rover","Reid, Mayne",1818,1883,['en'],8,"{'Arkansas -- Fiction', 'Maryland -- Fiction'}",Text,1871,53,3,9
1378,2225,PG12002,"Review of the Work of Mr John Stuart Mill Entitled, 'Examination of Sir William Hamilton's Philosophy.'","Grote, George",1794,1871,['en'],8,"{""Mill, John Stuart, 1806-1873. Examination of Sir William Hamilton's philosophy""}",Text,1825,31,1,4
19871,27194,PG34477,The Evolution of Sinn Fein,"Henry, Robert Mitchell",1873,1950,['en'],8,"{'Ireland -- Politics and government', 'Political parties -- Ireland -- History', 'Sinn Fein'}",Text,1912,39,2,
21876,29788,PG36812,"Création et rédemption, première partie: Le docteur mystérieux","Dumas, Alexandre",1802,1870,['fr'],9,"{'France -- History -- Revolution, 1789-1799 -- Fiction'}",Text,1863,61,3,8
10266,14145,PG22732,Last Poems,"Thomas, Edward",1878,1917,['en'],9,{'Poetry'},Text,1896,18,0,10
3116,4596,PG14137,"A Compilation of the Messages and Papers of the Presidents: Volume 8, part 2: Grover Cleveland","Cleveland, Grover",1837,1908,['en'],9,"{'United States -- History -- Sources', 'Presidents -- United States', 'United States -- Politics and government', 'Cleveland, Grover, 1837-1908'}",Text,1917,80,4,
16823,23180,PG30864,"The Missing Tin Box; Or, The Stolen Railroad Bonds","Stratemeyer, Edward",1862,1930,['en'],9,"{'Brigands and robbers -- Juvenile fiction', 'Mystery and detective stories', 'Orphans -- Juvenile fiction'}",Text,1920,58,3,
18714,25673,PG33107,"Junius Unmasked: Or, Thomas Paine the author of the Letters of Junius and the Declaration of Independence","Moody, Joel",1834,1914,['en'],9,"{'Paine, Thomas, 1737-1809', 'Junius, active 18th century', 'Francis, Philip, 1740-1818', 'United States. Declaration of Independence'}",Text,1879,45,2,9
18471,25345,PG32812,"History of Cuba; or, Notes of a Traveller in the Tropics: Being a Political, Historical, and Statistical Account of the Island, from its First Discovery to the Present Time","Ballou, Maturin Murray",1820,1895,['en'],9,"{'Cuba -- History', 'Cuba -- Description and travel'}",Text,1852,32,1,7
18776,25767,PG33192,John Marsh's Millions,"Klein, Charles",1867,1915,['en'],9,{'Inheritance and succession -- Fiction'},Text,1905,38,2,10
3113,4588,PG1412,Masterman Ready,"Marryat, Frederick",1792,1848,['en'],9,"{'Shipwrecks -- Fiction', 'Adventure stories', 'Sea stories', 'Survival -- Fiction', 'Islands -- Fiction'}",Text,1841,49,2,6
11205,15468,PG23923,How Doth the Simple Spelling Bee,"Wister, Owen",1860,1938,['en'],9,"{'Satire', 'Spelling reform -- Fiction'}",Text,1907,47,2,10
15463,21404,PG29266,Thurston of Orchard Valley,"Bindloss, Harold",1866,1945,['en'],9,"{'Love stories', 'Engineers -- Fiction', 'Northwest, Canadian -- Fiction'}",Text,1898,32,1,10
20715,28268,PG35443,Lost Lenore: The Adventures of a Rolling Stone,"Reid, Mayne",1818,1883,['en'],9,"{'Dime novels', 'Fiction', 'Adventure stories'}",Text,1898,80,4,10
13410,18539,PG26688,"History, Manners, and Customs of the North American Indians",Old Humphrey,1787,1854,['en'],9,{'Indians of North America'},Text,1839,52,3,5
13251,18329,PG26499,The Jucklins: A Novel,"Read, Opie Percival",1852,1939,['en'],9,"{'Mountain people -- North Carolina -- Fiction', 'North Carolina -- Fiction'}",Text,1905,53,3,10
13592,18778,PG26902,"The Rover Boys in Alaska; or, Lost in the Fields of Ice","Stratemeyer, Edward",1862,1930,['en'],9,"{'Alaska -- Juvenile fiction', 'College students -- Juvenile fiction'}",Text,1917,55,3,
11790,16273,PG24648,A Theory of Creation: A Review of 'Vestiges of the Natural History of Creation',"Bowen, Francis",1811,1890,['en'],9,"{'Creation', 'Chambers, Robert, 1802-1871. Vestiges of the natural history of creation', 'Evolution (Biology)'}",Text,1871,60,3,9
15180,21003,PG28905,The Works of Edward Bulwer-Lytton: A Linked Index to the Project Gutenberg Editions,"Lytton, Edward Bulwer Lytton, Baron",1803,1873,['en'],9,{'Indexes'},Text,1871,68,4,9
19961,27302,PG34574,"In Love With the Czarina, and Other Stories","Jókai, Mór",1825,1904,['en'],9,"{'Hungarian fiction -- Translations into English', 'Short stories'}",Text,1914,89,4,
20867,28458,PG35614,Palos of the Dog Star Pack,"Giesy, J. U. (John Ulrich)",1877,1947,['en'],9,"{'Science fiction', 'Life on other planets -- Fiction', 'Astral projection -- Fiction'}",Text,1914,37,2,
14731,20362,PG28328,"Americanism Contrasted with Foreignism, Romanism, and Bogus Democracy in the Light of Reason, History, and Scripture;: In which Certain Demagogues in Tennessee, and Elsewhere,; are Shown Up in Their True Colors","Brownlow, William Gannaway",1805,1877,['en'],9,"{'United States -- Politics and government -- 1853-1857', 'Tennessee -- Politics and government', 'Campaign literature, 1865 -- American', 'American Party'}",Text,1840,35,2,5
4430,6358,PG15723,"The Rover Boys on Treasure Isle; Or, The Strange Cruise of the Steam Yacht","Stratemeyer, Edward",1862,1930,['en'],9,"{'Yachts -- Juvenile fiction', 'Treasure troves -- Juvenile fiction', 'Brothers -- Juvenile fiction'}",Text,1917,55,3,
19190,26309,PG33680,"Highway Pirates; or, The Secret Place at Coverthorne","Avery, Harold",1867,1943,['en'],9,"{'Friendship -- Juvenile fiction', 'Smugglers -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'Boys -- Juvenile fiction'}",Text,1869,2,-1,8
13319,18408,PG2656,The Papers and Writings of Abraham Lincoln — Volume 4: The Lincoln-Douglas Debates,"Lincoln, Abraham",1809,1865,['en'],9,"{'Lincoln-Douglas Debates, Ill., 1858'}",Text,1865,56,3,8
22277,30312,PG37284,Dickens As an Educator,"Hughes, James L. (James Laughlin)",1846,1935,['en'],9,"{'Dickens, Charles, 1812-1870 -- Knowledge -- Education', 'Didactic fiction, English -- History and criticism', 'Education -- Great Britain -- History -- 19th century', 'Education in literature'}",Text,1885,39,2,10
5337,7567,PG16811,"Gurre Kamilaroi,: or, Kamilaroi Sayings (1856)","Ridley, William",1819,1878,"['en', 'kld']",9,"{'Kamilaroi language -- Terms and phrases', 'Kamilaroi language -- Readers'}",Text,1856,37,2,7
19473,26658,PG33995,Where the Path Breaks,"Williamson, C. N. (Charles Norris)",1859,1920,['en'],9,"{'Love -- Fiction', 'Near-death experiences -- Fiction', 'World War, 1914-1918 -- Fiction', 'Authors -- Fiction'}",Text,1914,55,3,
6980,9591,PG18634,First Impressions of the New World: On Two Travellers from the Old in the Autumn of 1858,"Trotter, Isabella Strange",1816,1878,['en'],9,"{'United States -- Description and travel', 'Canada -- Description and travel'}",Text,1884,68,4,10
4523,6463,PG15818,The Melting of Molly,"Daviess, Maria Thompson",1872,1924,['en'],9,"{'Love stories', 'Widows -- Fiction', 'Reducing diets -- Fiction'}",Text,1920,48,2,
6621,9122,PG18211,Servitude et grandeur militaires,"Vigny, Alfred de",1797,1863,['fr'],10,{'Soldiers'},Text,1827,30,1,4
9183,12683,PG21416,"Randy of the River; Or, The Adventures of a Young Deckhand","Alger, Horatio, Jr.",1832,1899,['en'],10,"{'Bullies -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Boats and boating -- Juvenile fiction', 'Poverty -- Juvenile fiction'}",Text,1881,49,2,10
24050,32718,PG3944,Monsieur de Camors — Volume 2,"Feuillet, Octave",1821,1890,['en'],10,{'Paris (France) -- Fiction'},Text,1885,64,3,10
18204,24999,PG32500,Discussion on American Slavery,"Breckinridge, Robert J. (Robert Jefferson)",1800,1871,['en'],10,{'Slavery -- United States'},Text,1890,90,4,10
2930,4322,PG13891,"Compilation of the Messages and Papers of the Presidents: Section 2 (of 2) of Supplemental Volume: Theodore Roosevelt, Supplement","Roosevelt, Theodore",1858,1919,['en'],10,"{'United States -- History -- Sources', 'Presidents -- United States', 'Roosevelt, Theodore, 1858-1919', 'United States -- Politics and government'}",Text,1917,59,3,
22334,30387,PG37351,Contemporary Socialism,"Rae, John",1845,1915,['en'],10,"{'Socialism -- History', 'Socialism'}",Text,1903,58,3,10
5620,7912,PG17122,Twenty-Four Short Sermons On The Doctrine Of Universal Salvation,"Dods, John Bovee",1795,1872,['en'],10,"{'Universalist churches -- Sermons', 'Sermons, American'}",Text,1854,59,3,7
8269,11379,PG20242,"Left on Labrador: or, The cruise of the Schooner-yacht 'Curlew.' as Recorded by 'Wash.'","Stephens, C. A. (Charles Asbury)",1844,1931,['en'],10,{'Newfoundland and Labrador -- Juvenile fiction'},Text,1873,29,1,9
18636,25559,PG33004,The Red Rat's Daughter,"Boothby, Guy",1867,1905,['en'],10,"{'Fiction', 'Mystery and detective stories'}",Text,1900,33,1,10
22792,31044,PG37943,"The Pike's Peak Rush; Or, Terry in the New Gold Fields","Sabin, Edwin L. (Edwin Legrand)",1870,1952,['en'],10,"{'Pikes Peak (Colo.) -- Fiction', 'Gold mines and mining -- Fiction', 'Western stories'}",Text,1902,32,1,10
17832,24490,PG32042,Captain Macedoine's Daughter,"McFee, William",1881,1966,['en'],10,{'Fiction'},Text,1913,32,1,
19080,26158,PG33544,"""Carrots:"" Just a Little Boy","Molesworth, Mrs.",1839,1921,['en'],10,"{'Boys -- Juvenile fiction', ""Children's stories"", 'Families -- Juvenile fiction'}",Text,1901,62,3,10
4558,6513,PG15863,"A Compilation of the Messages and Papers of the Presidents: Volume 8, part 3: Grover Cleveland, First Term","Cleveland, Grover",1837,1908,['en'],10,"{'United States -- History -- Sources', 'Presidents -- United States', 'United States -- Politics and government', 'Cleveland, Grover, 1837-1908'}",Text,1917,80,4,
6102,8486,PG1763,The Nature Faker,"Davis, Richard Harding",1864,1916,['en'],10,"{'Fiction', 'Short stories'}",Text,1907,43,2,10
24094,32773,PG3949,Cinq Mars — Volume 3,"Vigny, Alfred de",1797,1863,['en'],10,"{""Cinq-Mars, Henri Coiffier Ruzé d'Effiat, marquis de, 1620-1642 -- Fiction"", 'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'}",Text,1885,88,4,10
22610,30786,PG37710,Mavis of Green Hill,"Baldwin, Faith",1893,1978,['en'],10,"{'Fiction', 'Love stories'}",Text,1913,20,0,
1944,2981,PG12684,Dorian,"Anderson, Nephi",1865,1923,['en'],10,"{'Mormons -- Fiction', 'Christian fiction'}",Text,1890,25,1,10
15323,21203,PG29085,Adventures and Recollections,Bill o'th' Hoylus End,1836,1897,['en'],10,"{""Bill o'th' Hoylus End""}",Text,1885,49,2,10
12491,17232,PG25510,Betty Vivian: A Story of Haddo Court School,"Meade, L. T.",1854,1914,['en'],10,"{'Schools -- Juvenile fiction', 'Girls -- Juvenile fiction'}",Text,1905,51,3,10
2578,3838,PG13455,"The Rover Boys In The Mountains; Or, A Hunt for Fun and Fortune","Stratemeyer, Edward",1862,1930,['en'],10,"{'Treasure troves -- Juvenile fiction', 'Adirondack Mountains (N.Y.) -- Juvenile fiction', 'Brothers -- Juvenile fiction'}",Text,1917,55,3,
17144,23603,PG31244,A Dear Little Girl,"Blanchard, Amy Ella",1856,1926,['en'],10,{'Girls -- Juvenile fiction'},Text,1911,55,3,
20996,28617,PG35758,Nixchen. Ein Beitrag zur Psychologie der höheren Tochter,"Kahlenberg, Hans von",1870,1957,['de'],10,"{'Germany -- Fiction', 'Man-woman relationships -- Fiction'}",Text,1887,17,-1,10
14598,20185,PG28169,Memoirs To Illustrate The History Of My Time: Volume 1,"Guizot, François",1787,1874,['en'],10,"{'France -- History -- Louis Philippe, 1830-1848', 'France -- Politics and government -- 1814-1830', 'France -- History -- Restoration, 1814-1830', 'France -- Politics and government -- 1830-1848', 'Europe -- Politics and government -- 1815-1848'}",Text,1799,12,-1,1
22250,30278,PG37253,In the Land of the Great Snow Bear: A Tale of Love and Heroism,"Stables, Gordon",1840,1910,['en'],11,"{'North Atlantic Ocean -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Ocean travel -- Juvenile fiction', 'Arctic regions -- Discovery and exploration -- Juvenile fiction', 'Polar bear -- Juvenile fiction'}",Text,1885,45,2,10
4957,7068,PG16362,The Glugs of Gosh,"Dennis, C. J. (Clarence James)",1876,1938,['en'],11,{'Australian poetry'},Text,1917,41,2,
16049,22152,PG2993,Samuel Butler: A Sketch,"Jones, Henry Festing",1851,1928,['en'],11,"{'Novelists, English -- 19th century -- Biography', 'Butler, Samuel, 1835-1902'}",Text,1903,52,3,10
8617,11903,PG20714,Other Main-Travelled Roads,"Garland, Hamlin",1860,1940,['en'],11,"{'West (U.S.) -- Social life and customs -- Fiction', 'Frontier and pioneer life -- West (U.S.) -- Fiction', 'Western stories'}",Text,1891,31,1,10
22989,31294,PG38168,From Veldt Camp Fires,"Bryden, H. A. (Henry Anderson)",1854,1937,['en'],11,"{'South Africa -- Fiction', 'Short stories'}",Text,1914,60,3,
21527,29298,PG36371,"L'art du taupier; ou, méthode amusante et infaillible de prendre les taupes","Dralet, M. (Etienne François)",1754,1844,['fr'],11,{'Moles (Animals)'},Text,1896,142,4,10
12747,17570,PG25815,"A New Voyage Round the World, in the years 1823, 24, 25, and 26, Vol. 2","Kotzebue, Otto von",1787,1846,['en'],11,"{'Zoology', 'Voyages around the world', 'Predpriiatie (Ship)', 'Discoveries in geography'}",Text,1909,122,4,10
10644,14683,PG23216,Sac-Au-Dos: 1907,"Huysmans, J.-K. (Joris-Karl)",1848,1907,['en'],11,{'Short stories'},Text,1884,36,2,10
20284,27684,PG34918,Mémoires de Madame la Duchesse de Tourzel: Gouvernante des enfants de France pendant les années 1789 à 1795,"Tourzel, Louise Elisabeth, Duchesse de",1749,1832,['fr'],11,"{'France -- History -- Revolution, 1789-1799 -- Personal narratives'}",Text,1821,72,4,4
9556,13158,PG21844,The Tale of Turkey Proudfoot: Slumber-Town Tales,"Bailey, Arthur Scott",1877,1949,['en'],11,"{'Animals -- Juvenile fiction', 'Turkeys -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",Text,1908,31,1,10
12834,17689,PG25922,Masters of the Wheat-Lands,"Bindloss, Harold",1866,1945,['en'],11,"{'Man-woman relationships -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Canada -- Fiction'}",Text,1898,32,1,10
21118,28780,PG35904,The Five Arrows,"Chase, Allan",1913,1993,['en'],11,"{'Journalists -- Fiction', 'Latin America -- Politics and government -- Fiction', 'Adventure stories'}",Text,1917,4,-1,
